Title,Date,User,Body,Rating 
Clear and succinct!,02/17/2018,greenbeebles,"This is the podcast I give to my friends who don’t listen to every political bit of news every day and they need a clear, succinct picture of what’s going on. Great podcast, thanks!",5
This is just so good,02/17/2018,Steinnl,"I have been a fan since inception, and the latest 2 episodes demonstrates how thoroughly resereached and well told stories can make for highly addictive listening. Well done😊",5
Extremely Important Reporting,02/17/2018,Analytical Mind 314,America needs this story to be told. Thank you!,5
This was a great podcast,02/18/2018,i<3brennan,This really was a great podcast until they made it about President Trump. We hear about Trump every day constantly we don’t need one more news show to dive into his presidency one more time.,3
Deep and insightful,02/18/2018,Bluetarastar,Embedded is the type of podcast that I want all journalism to be. It takes an issue that is confusing in current media and explains the back story and possible thinking that developed as the events took place. Love it!,5
True journalism,02/18/2018,T-Lur,Show is filled with facts...a word that seems to be getting lots and lots of different definitions these days...such a relief to listen to a show that’s purely to inform...excellent work folks.,5
Informative and easy to listen to,02/18/2018,ash.teleki,"While most political shows are biased, this show while trying to prove their point also considers the other side of the story and then has a rebuttal to put it down. The background music is nice to hear and doesn’t take away from the content. While I do not know a lot about politics, I definitely feel more involved just by listening in on a few shows and I understand what is being said as opposed to many shows which use bigger words and more sophisticated diction that would confuse, I assume, a large amount of people who should be more informed about what is actually going on in our own government.",5
Very good reporting,02/19/2018,Beckstr4,"Great story telling by the NPR team, they do an amazing job of distilling down news into meaningful content. Thanks for making me smarter and more well informed!!",5
Total fiction portraying itself as fact,02/09/2018,cpstoneham,This podcast is just a smear campaign against Trump. They could have at least sprinkled some fact in to make I believable.,1
Great Job,02/09/2018,fRiTzY2010,Totally hands down to Kelly Mc Evers and the rest of the Embedded team for new episode and past episode great in-depth reporting👏🏻👏🏻👏🏻,5
Amazing storytellers,02/09/2018,JamesVictery,No one can tell a story like embedded.,5
Wow,02/09/2018,Jack198677,"Beware of pain killers and medication. Keep it natural.

I used to like it a lot. First episodes were amazing.",2
Podcast equivalent of a page-turner!,02/09/2018,Need MO ultra,I listen to each episode in each series nearly immediately after it’s uploaded! Stellar journalism.,5
Enough Trump bashing....,02/09/2018,Last24k,"If you’re going to bash Trump, at least say that’s you’re idea of a podcast.
Unsubscribed!",1
One of the all time best podcasts,02/10/2018,AnotherNPRJunkie,"Profession and thorough reporting. Even on the one or two where I don't expect to be interested in a topic, I still find the podcast really interesting. Excellent editing too.",5
All!,02/10/2018,Celeq,"This is such a full, interesting and well researched show. A delight",5
How About Both Sides,02/10/2018,brotherlable,"Great podcast. But would be much more credible if you ALSO go in depth and report accurately the origins of the Steele Dossier, the Clinton Email scandal, the meeting on the tarmac, the wrongdoings to Bernie Sanders. The majority of the country is tired of both sides only reporting information that benefits their side. Thx.",4
Turned into propaganda,02/10/2018,DWD1986,used to enjoy this podcast but it’s turned into a hit job on Trump. Would prefer the podcast be about things I don’t hear about every day.,2
Thank you,02/11/2018,BlasianLawyer,This is the podcast equivalent of must-see TV.,5
5/5,02/12/2018,Mimimikimimijiini,"Amazing show, incredibly done",5
"Great investigative journalism, but a tired subject.",02/12/2018,Will runs,"I really loved the seasons they did on the opioid crisis and police shootings. This is the second season they are doing on Trump. The first one was interesting, but aren't there other important stories to tell? Especially considering that everyone is doing stories about Trump. It is hard to get excited for the new season.",2
My morning podcast,02/13/2018,nong27,"I’m not a morning person, but looking forward to listening to this podcast makes it much easier for me to crawl out of bed a little quicker. I love the production and depth of this podcast. Thanks NPR and Embedded for making my mornings better.",5
Bad,02/13/2018,buckybucbuc,"My suggestion is to stop making audio lies npr , this is no t a suggestion.",1
More Trump?,02/13/2018,Wperryhoward,The first season was great but I never really got into season two. Now we’re rehash the same mess that is the headline of every major fish wrap every day. I’m done. Unsubscribed.,1
1st rate and captivating journalism.,02/13/2018,J-SF,Love the sophisticated and in-depth reporting,5
EMBEDDED,02/14/2018,vdoner,"Kelly McEvers is an amazing journalist and I enjoy Embedded
very much. Pls keep it coming!",5
Public dollars to trash the President,02/14/2018,mmchap,You aholes should be ashamed. I can’t wait till your funding is stripped.,1
Love the show!,02/15/2018,KHarris703,I am new to the show and I’m loving the series on Trump. Gives a great window into things I didn’t know or understand. Kelly does us a great job presenting stories. Her voice inflection and timely pauses to let the moments sink in could make reading the phonebook interesting. Keep up the great work.,5
Binge Worthy,01/11/2018,babs1596,"Always checking out podcasts. Listening for the ones to binge and follow. This is one. Great subject matter. Police video series, Trump, addiction, bikers. And my backyard, Wilkinsburg school and the shooting that shocked everyone and connected people. And I like Kelly McEvers voice. It's a thing that can keep me from listening.",5
I enjoy this podcast,01/13/2018,Irish Sharky,"There are some NPR podcast that voice their political views all the time and I get tire of the political bashing. This one sticks to the facts so I'm glad they aren't like ""Ask Me Another"" or ""Wait Wait Don't Tell Me""",4
Superb !!,01/16/2018,KevinEG,One of my favorite podcast. Very informative and inspiring. Definitely a must listen.,5
Extremely disappointed,01/18/2018,chandraec,"The journalists are BIASED. Listen closely, it's clear.",1
More More More!!!!,01/21/2018,AM123456,"Oh we like it, give us
More, More, More!!!!",5
Courageous casters,01/21/2018,DLM631,I love this show. I have learned so much about how it “feels” to be where these podcasters go. It adds such depth to their topics. Thank you for doing this.,5
Fantastic reporting,01/22/2018,Kate368955,Great research behind these stories.,5
Great stuff!,01/23/2018,CoachBetts,Love how deep every episode digs.,5
Great listen,01/23/2018,Britty52215,Great investigative reporting that “goes deep”. Every episode is a gem! Please keep them coming!,5
Such a Great Pod!,01/26/2018,Charles Long,I am looking forward to the next season of this show! Please post more episodes soon.,5
Unfortunate,01/28/2018,Dipsh**s,"Fairly pathetic. Just listened to the trump series.. I am all for Trunp being removed from office, but please stop trying to link a few unrelated facts to tell some pathetic unsubstantiated story. I have never listened to a group of journalists that has had to clarify “this is unsubstantiated” so many times.",1
AMAZING work,02/05/2018,Juliebug008,this kind of long form journalism is so needed in our times. Thank you!,5
Series on Trump strong,02/06/2018,Yoloike,Embedded always putting down thought-provoking audio. Thank you!,5
Anything besides Trump,02/06/2018,Jaxigjan,"I loved season one of Embedded. This was such an excellent show which did great, in-depth reporting. Last season and apparently the new season are all about Trump? This is all we hear about on every single news outlet. Embedded - at least for the first season - was a badly needed space for fascinating, in-depth stories that don’t usually get the light of day… And now I don’t want to listen to it. PLEASE PLEASE have more diverse stories and you will regain at least one listener.",1
The 1st season great the rest not so much,02/07/2018,Jim Chaney,The first season was great. I really liked all the unique stories. Then it became like every leftist news organization. A season on criminals killed by cops. It’s clear whose side NPR is on. Then a season bashing Trump and another bashing Trump.,2
Go deep!,02/07/2018,041785,"There is more than meets the eye, and this podcast takes you there. If you like making snap judgements, this podcast will challenge you! I always finish a new podcast with a deeper understanding and new perspective.",5
Dislike the new direction,02/07/2018,poolejosh1,This show was 6 stars the first season my favorite podcast. Now that they’ve gone full political I can’t do it. Everything in the media is already entirely political. Now this is just another political podcast,1
Subscribe immediately!,02/07/2018,RockTheGlobe1701,"Embedded has quickly become one of my favorite podcasts, to the point where I went back and listened to a bunch of old episodes after this past season was done. Kelly McEvers and her team do an incredible job; the journalism is impeccable and the storytelling is compelling. Each episode is riveting.",5
We will never be able to say ‘we didn’t know.’,02/09/2018,jordanj02,"This podcast expertly lays out the case by identifying the actors, motives, and",5
Excellent!,02/09/2018,CraigA1270,"This is one of my favorite NPR shows. I love the in-depth reporting without any “round-table” opinions. Embedded is what journalism is all about. Facts, not opinions.",5
Why?!,11/29/2017,spoken25,"Someone please explain why NPR still takes my tax dollars and creates ""content"" like this?!",1
Where did it go?,12/04/2017,Nursephylhsl,Haven’t seen a new episode in almost a month. It was very interesting while it was on.,5
Where did you go!,12/07/2017,Steventish,Come back...we miss you!,5
Great Podcast,12/10/2017,Harry Rafferty,"I particularly loved all of the work on Trump. As someone who wasn’t alive and didn’t know much of his life prior to being our president, this podcast really helped me get some further context.",5
Required,12/11/2017,Kf2104,"This should be required listening for everyone in the United States. Great investigative reporting, although it's not really making me feel better about who's in charge.",5
informative,12/12/2017,Great explanation of IVF,like long form NPR stories! Love it,5
Consistency Please,12/13/2017,QuayG7954,I love this show but much like Invisiblia I can’t get a steady flow of episodes. Give us the episodes.,4
Embedded,12/14/2017,Tamme Giese,I love the reporting for Embedded.,5
Trump Kushner Story,12/14/2017,missyb814,What an anti semitic crap story. NPR should be embarrassed about producing this. Liberals are anti semitic idiots. They are the ones continuing Hitlers path. Not Trump. Obama hated the jewish people. Get your facts right. Im impressed with the Kushner family success and they have every right to it and to shower their children with a beautiful life. Jewish ppl did not come here as refugees after WWII anti semitic america didnt want them here either so there is no comparison to what Trump is doing. America did not welcome them with open arms they were just as hated and feared as muslims in modern day america.,1
The best podcast,12/15/2017,jbarbontin,Excellent podcast,5
One of the BEST,12/18/2017,RiverCritter,"Guys, this podcast is awesome- when and what is next??? Killing me to wait...",5
Engrossing and thought-provoking,12/23/2017,Atomxiii,Just with they were longer...,5
Bamboozled by a Sexual Predator,12/27/2017,Linguist Sammy,"The host doesn't seem to do her homework. She interviewed a serial groper and sexual predator, Bill Pruitt, about Trump. In the process, she allowed him to bamboozle her, positioning himself as a Boy Scout. Her recklessness has allowed another creep to continue ugly patterns of behavior that will place more people in jeopardy. Unprofessional.",1
Where are the rest of the episodes?,12/30/2017,mparkinson,Love this season so far but wishing there were more episodes released!,5
This reminds me of my dad.,01/02/2018,frigginelvis,He would blow in to town and everything would be great. Going to the park. Presents. Then one day he’d go to get cigarettes. No goodbye. We wouldn’t see him again for about a year. Then the cycle repeated.,3
Did not disappoint,01/04/2018,BrashRebel,I've loved every single episode and need more of this in my life. Embedded features powerful stories with incredibly detailed research. Very thorough and objective.,5
Soooo well done!!,01/04/2018,S-D-to-the-T,My only complaint is that I wish it was on every week!,5
I'm embedded!,01/06/2018,Frara C.,Compelling stories and I love Kelly's voice!,5
Question,01/07/2018,DerekRhodes,When is the next episode?,5
More please!,01/08/2018,MarlyHaysDom,More please!!!!,5
Great reporting,11/10/2017,average_name,Great investigative reporting.,5
One of my favorite Podcasts!,11/11/2017,Denise Nev,You won’t be disappointed,5
Trump stories,11/12/2017,Vicky31313131,I’ve enjoyed every episode....,5
"Uhmmm, 5 stars",11/13/2017,cheapazz,"Since I get paid out of slush fund to give 5 star reviews to slanted, ultra liberal podcasts, I give this 5 stars. Whether it's truthful, or even good, is inmaterial. Got to keep those dollars rolling in.",5
Love this series.,11/14/2017,brookealea,Articulately written and narrated with such worthy stories deserving a deeper look. Love the insight into these humans and their experiences behind the scenes...thought-provoking. More of these please!,5
Love this podcast,11/14/2017,1st phone HSC,I absolutely am in love with this show.,5
In depth,11/15/2017,ucasizolo,"I loved the first season, which stayed a bit more true to the show's tagline - taking a story from the headlines and going deep. The episodes about the opiate crisis were especially effective. The 3rd season about Trump and his business history is interesting as well, but I'm a little exhausted by everything being Trump coverage these days... there are other news stories going on that could be fruitfully explored by Kelly McEvers",4
Interesting but extremely biased.,11/16/2017,Diddly Bub McGee,"Not good journalism, highly partisan.",3
Top notch reporting,11/17/2017,myheartisinthemusic,An example of great investigative reporting. Fact based and timely. Embedded makes you feel a part of the story,5
My Tax Dollars Pay for Propaganda,11/18/2017,theblackgecko,"Between ridiculous anti-Trump propaganda, and a hipster vowel-less abbreviation, this is a waste of time.",1
Really good storytelling! Interesting topics.,11/19/2017,Tam417,Five stars!,5
Really interesting deep dives,11/19/2017,beckymmoe,"So far I've just listened to the Trump Stories season, but I've been really impressed with the information presented. I'll definitely keep listening!",4
Wow,11/19/2017,cbearg,The Trump episodes were off-the-chart great. Thanks for doing those. Really shines a light on the people in power.,5
Great podcast,11/20/2017,Sabryzt,Love how the stories are told. Like watching a documentary.,5
Ruined,11/20/2017,Korboff,Show started out great with interesting stories then since the elections it just turned into a boring political podcast. Stopped listening because it stopped being interesting. Podcasting can be so much more than Donald trump....try it out ;),1
The back story,11/21/2017,metaphysical quilter,Thus insightful program provides the listener with well researched background information to better understand current scandals and news worthy stories,5
Embedded,11/22/2017,Pinkmare,Wow! The detail in the reporting is outstanding. I can’t wait to hear more. Keep ‘em coming.,5
Family time,11/27/2017,fan in Baldwin Michigan,Our family loves embedded. We have not met an embedded that we haven’t been able to share with our entire family from my 86-year-old father-in-law to my 23-year-old daughter,5
Great Reporting,11/27/2017,Totsfordays,"As a reporter, this inspires me to dig deeper. Super interesting perspectives.",5
Love the show,11/27/2017,rpburk,👍👍,5
Very well done,11/02/2017,mstauff,As the title says,5
Love it!,11/02/2017,TBergholtz,Great work!,5
Fantastic Audio,11/03/2017,Shlucye,Some of the best reporting you can get. They do a great job.,5
Season one and season three are great,11/03/2017,Lucky 10382,I subscribe to the podcast for season one and season three. Season two was not something I enjoyed,4
"Well nuanced, in-depth reporting without emotionally charged commentary",11/03/2017,Vecnden,"Listening to this well researched history provides insights and understanding of our current POTUS and the people around him. Very respectful, fact-finding reporting.",5
Great podcast,11/04/2017,TheLongOne,These are really well done pieces. Thank you and keep them coming!,5
Character Assassination,11/04/2017,Spacekaddet99,Previous series of Embedded were awesome. This one on Trump is pure biased character assassination with reporter contempt unabashedly present in every innuendo. Assuming a meeting is because of a previous meeting and implying what went on in the meeting is yellow journalism at its best.,1
Yeahhh,11/04/2017,jrogers2,Great stuff!!,5
Great,11/04/2017,DadLax,The Embedded staff rock!,5
"NPR does it again, and these stories will MOVE YOU!!!",11/05/2017,EmmyMG,"I’ve been catching up on Embedded after hearing about it on This American Life, and the topics they have researched, gone into, and explored have been AMAZING! Topics I never even knew were issues in our country and beyond, and also topics I thought I knew...but really didn’t. I highly recommend this podcast to anyone looking for moving, honest, and compassionate reporting about things we all should care about, even if we didn’t know until we listened!",5
Lib Hit Piece on POTUS,11/06/2017,QuarterSea,A laundry list of allegations they wish they could prove...one word...UNSUBSCRIBE,1
Wow,11/06/2017,Lealie416.,Love the Trump Series. SoHo took me six listens to comprehend. Not that I’m complaining as I LOVE this podcast. Have been listening since the start. Appreciated the heads up in the beginning that this one had lots of pieces and parts. Keep up the great work and thank you .,5
Outstanding reporting!,11/06/2017,alebh7891,"Such timely and insightful reporting. Regardless of where we lean on politics, good to know how the current president has managed his businesses and provide us with an idea into how he will run the country. Keep it up!",5
Riveting listening,11/06/2017,CJsmoothebutter,Such well-researched stories. Excellent story telling. Really enjoy this podcast. A real treat.,5
Phenomenal,11/07/2017,bknd01,Phenomenal,5
Unsubscribe,11/08/2017,C9xtina,"There’s enough of Trump on the news, radio, and social media! I didn’t subscribe to your podcast a year ago to hear more political opinions. Get back to what you started with. It was much more interesting and original.",1
This is great,11/08/2017,Loskb,The Trump Stories should have been it's own podcast.,5
Much ado about nothing,11/08/2017,Enowis,Lots of eerie music when they speak in innuendos about hearsay. Overall disappointed!,1
Meh... another great investigative journalism show ruined by NPR’s personal politics.,11/10/2017,Andrew in TX,Well done NPR. What was once a serious journalism show has devolved into a shameless anti-Trump hit piece full of weak attempts to associate the president with “the Russians” and shady convicts. Too bad. I really enjoyed previous seasons of embedded. Unsubscribe.,1
Used to be good,11/10/2017,shutterbug_8,"I used to like this podcast when it explored different topics. Now it is only ever ""Trump Stories"" why not just make a new podcast about Trump instead of ruining this one by changing it. Sad to unsubscribe, but I am annoyed by this. If I wanted to listen to a strictly political podcast I would have done so from the beginning.",1
Amazing reporting,10/26/2017,DrTouch,"I hear that embedded was going to start a series of episodes about Trump from another podcast I listen to (I think planet money). I had not been very interested in Embedded before, the episodes just weren’t what I wanted to listen to. But I have been listening to the new episodes and I’m blown away by how great and in-depth the reporting is for the Trump series, and it has made me a fan. It’s kind of like Radiolab, but for investigative journalism. I hope all the shows are as great as they have been recently! Definitely worth listening to!",5
Awesome podcast.,10/27/2017,shelbyreviewinstuff,"Loving the new podcasts and updates on past episodes. Can't wait for more!
Update-
My only complaint is that there aren't 500 more episodes. I would listen to Kelly McEvers interview a wall. Best NPR podcast by far!",5
Excellent!,10/27/2017,JessieSey,I tell everyone about this podcast and look forward to each new episode!,5
To humanize is not to normalize,10/27/2017,D-weeb,"This could be even better: I indeed want to know more about events shaping Trump's worldview.
I don't support Trump, BUT a more curious approach to his world would be more interesting, playing less to my own confirmation bias.",3
Wow,10/28/2017,Bigg_WiLL99,Love this show. So informative!,5
Superb Journalism,10/28/2017,Wagnearo,I've founded both Embedded seasons so far to be thoughtful and engrossing. Keep it up!,5
Immature Garbage,10/28/2017,Moderate Patriot,Grow up and report on real things.,2
Thoughtfully and Thoroughly Done,10/29/2017,Isaac.Bickerstaff,"Embedded is an outstanding news podcast. Kelly McEvers is careful to distinguish what she knows, hearsay and how trustworthy it is, and what she doesn't know. She distinguishes facts from her feelings.",5
Excellent!,10/29/2017,Joey Bag'o'Donuts,I look forward to every episode!,5
Another smear attempt by a bunch of liberals,10/29/2017,Meat Monkey,"Another show by NPR liberals with the effort to skew reality into their distorted, fictitious, feminist and made up facts to push their “wish they were true” point of view. Another great example of why the federal government show quit funding NPR.",1
Plot hole S2E4,10/30/2017,NinaFromChic@g0,"Season 2 is quite compelling, but one thing has been under my skin all morning... the Jared Kushner episode skips over how he became entangled with Donald Trump. Nothing is said of Ivanka (her name doesn’t even appear in the episode), how she and Jared met, or what the Jared-DT relationship was like before 2015. The show makes it seem like Kushner was managing the 666 building one minute and working on Trump’s campaign the next. This “plot hole” is wildly distracting. Naturally, it leaves the listener wondering whether the Trumps were directly involved in the deals to save that building or whether Trump was relying on Kushner before he ran for president.",4
Good First Season,10/30/2017,Goodmutt,The first season of this show was awesome. It took an in-depth look at a wide range of issues and made it a point to show both sides as human. I learned a lot and it helped change my perspective on real-world issues.,3
Dig Deep,10/30/2017,Diva1959,"Love the journalism, the subject matters are very heartening at times. Great reporting. Love this podcast!!!",5
Excellent Reporting,10/30/2017,Butterflyyy_,This reporting is in depth enough for me to actually feel like I’ve learned more than additional sound bites.,5
Insightful,10/31/2017,UudyJa,Enjoying (?) learning about all the players and influences in our current administration’s orbit.,5
Don’t Ever Stop!,10/31/2017,Woman-at-Stonehaven,"I am a very recent listener to Embedded and while the stories are disturbing (trump, kushner and bannon), they are so important. They should be required listening to anyone who has ever even thought about voting.",5
Sarcasm,10/31/2017,dakinebraddah,"Can the sarcasm in their voice be any stronger? This new season all anti-trump. I am not a trump fan, but sometimes the NPR podcasts are so to the Democratic Party that I fear I am not getting a comprehensive, both sided information. I love the NPR podcasts though and will continue listening, but gotta listen knowing that I'm getting only the opinion of one side.",3
So interesting!,11/01/2017,Aylaab,Every topic I’ve listened to on this podcast has been fantastic. I wasn’t excited to listen to the last few politically charged episodes but I even enjoyed those! WELL DONE PODCAST!,5
Love this podcast!,11/01/2017,katiemcgirk,Informative & capivating. Love the work that this team has done both seasons,5
Terrific Reporting,11/02/2017,ThumpNix,"Embedded goes farther, digs deeper, and leaves me feeling that I have an appreciation for the bigger picture and the questions that should be asked to get somewhere near the unvarnished truth. Just wish they were able to provide this level of depth on more topics!",5
Sharp departure from the first season,10/21/2017,Pgswin,Return to your roots!,2
Love this podcast!,10/21/2017,bubalu2,"The podcasts on police shootings were great.... because I learned more than what MSM put out there. The podcasts so far on Trump and his associates are provocative and sometimes shocking in ways you do not expect! This is the kind of journalism and storytelling...truth...I would like to see and hear more of. 6 Stars really, but I can am limited by iTunes at 5 Stars!",5
Fantastic Podcast,10/21/2017,Jenna B PDX,This is one of my favorite podcasts. Fantastic reporting - thougtful and compelling.,5
Fine reporting,10/22/2017,Johnnyted,Glad someone is putting all the puzzle pieces together.,5
Very informative and well produced,10/22/2017,Aeozborn,I really enjoy the in depth reporting and quality production of this podcast.,5
Compelling coverage of Trump!,10/22/2017,bruggsie,Fascinating!,5
Sniffling,10/22/2017,Doncab2,I actually really like this podcast so far but Kelly should blow her nose before recording her diary notes.,5
Exceptional!,10/22/2017,Thomas P. Kitten,Let this program transport you.,5
I thought I heard enough about Trump,10/23/2017,Dougjr17,"Yet season 2 is amazingly insightful and helpful where, instead of contempt and disgust, I now understand some of the people around him a bit better and just feel bad for their limitations.",5
Excellent,10/23/2017,Meesta Owe,Excellent podcast. Please keep them coming,5
Insightful,10/23/2017,Macho80,I love documentaries and Embedded is an awesome alternative when driving in the car. I learned a lot about Trump business dealings its success and failures. Great Job!!!,4
FANTASTIC,10/23/2017,nickthebarber,Great news narratives that give the important back stories to current events and political figures.,5
Disappointing,10/23/2017,DisappointedinSoCal,"I am an avid listener of NPR and really enjoyed the last season of Embedded (Police Shootings). However, I could not be more disappointed in the current season (Trump Stories). I have listened to the first three episodes and am distressed at the apparent bias. I am not a fan of President Trump. I dislike both his personality and his politics. But even so, it troubles me that a show like Embedded would dig up dirt as eagerly as it does. I look to Embedded for quality journalism, but the current season is merely peddling politically motivated character attacks.",1
"Most ""driveway moment"" worthy podcast",10/25/2017,WAK69,I find myself over and over again waiting in my car an extra few minutes to hear a bit more of the Embedded stories. Absolutely riveting!,5
Captivating,10/25/2017,jaxondidit,I love this podcast. Every episode draws you in and keeps you wanting more. Well done!,5
Wonderful,10/25/2017,lballard001,This is a wonderful podcast. So thankful.,5
Informative and Startling,10/26/2017,#trumpfucts,Great show and well produced. Thanks for this.,5
Great storytelling,10/26/2017,HeAdadt,Awesome job! Wish the shows came out a little more frequent 😬,5
Biased liberal clap trap,10/26/2017,HelloRothbard,"Facts don't care about your feelings. Try harder, your narrative is done. This is why we got TRUMP.",1
Love it!,10/26/2017,jmatthews220,A very interesting deeper look into news stories we’ve all heard. The episodes aren't too long which is great!,5
EMBD,10/17/2017,Bekkee,Loved the golf club episode. Thank you!,5
meh,10/17/2017,"savage, mn","i guess i don t see the point of the show. a great friend of mine really recommended it and i tried 3 shows. i made it through them all but was seriously underwhelmed. i don t feel like i learned anything and it wasn t entertaining either. actually even frustrating at times, like most npr programming it felt like an attempt at a warm fuzzy blanket to get me to feel better. still not sure what the point of the show is...",1
One of my all time favorite podcasts,10/17/2017,death2some,Compelling and comprehensive journalism going deep into issues that no matter whether I think the subject is interesting prior to listening I come away with a greater appreciation for the topic and the people involved. Every episode manages to pique my curiosity and interest. I love it.,5
Mesmerizing,10/18/2017,ChuckieChubb,"Some of the best and thorough journalistic storytelling I been exposed to...maybe ever. I believe I’m hearing all sides. And it lets the listener draw my own conclusions. The series on cop shootings really make you contemplate all points of view. I hope Trump series continues to develop as well. The production is so GOOD, it’s transparent. Bravo.",5
Great Series,10/18/2017,Coffee Admirer,This series is very well put together!! Topics couldn’t be more relevant.,5
Love your style of reporting,10/18/2017,Consistently unimpressed,Thanks for keeping us involved in hard to gain perspectives.,5
Very interesting,10/19/2017,LVVED,Unique approach to analyze the current president’s track record and those around him.,5
A New Favorite Podcast,10/19/2017,AllisonBelle,"I discovered this podcast two days ago at work and I’ve already listened to every episode. Thoroughly interesting and addicting, can’t wait for more!",5
Good reporting,10/19/2017,foctrot2,Tends to lean to far in one political direction. I would wish they could be less biased as they are great reporters and story tellers.,3
Explicit Language,10/19/2017,Angus1526,5 f-bombs in like 5 seconds during the Steve Bannon episode. Poor taste.,1
Fabulous,10/19/2017,Goldenhar,Kelly- You and your team are the best! Thank you,5
This is what I want from news,10/19/2017,Lauryn96,In depth reporting and hearing from all sides of the story. Embedded leaves me eager for the next episode.,5
Awesome but open ended,10/19/2017,Stahl1911,"Loving the podcast and learning a ton. But just listened to the ""arctic"" episode on suicide in Greenland. Got through the whole thing and there was no ""why"". They dug into the story, but offered no closure or real value-added analysis. Found myself just really curious why suicide rates in Greenland are so high, without any real closure. Not sure if that's just the nature of the show or what. Just found myself with a bunch of new questions.",3
Oh yea,10/19/2017,tease tees tis tese teas tise teese,Love love love this show! You guys are killing it👊🏼,5
"Love, love, love this podcast",10/20/2017,Neknec,I have binge listened and have thoroughly enjoyed every single episode. I am thrilled to have found this podcast.,5
Lost vision,10/20/2017,Joe1133727,Should change title to Late Reporting,2
Wasted a Great Concept and Lost Credibility,10/20/2017,King Richard the Lionheart,"The first season is very good. It provided in-depth, unique, and necessary reporting. The second season, about Trump, is superficial and ordinary. It’s the same topic as the rest of NPR, with less insight. Don’t waste your time.",1
So good!,10/20/2017,BigSis2894,This podcast is amazing. I highly recommend.,3
Always great and interesting,10/21/2017,Ashley R-M,This podcast is always intriguing and educates me on issues I may not otherwise pay attention to.,5
Amazing podcast!,10/21/2017,Anon-y-mouse,One of my favorites,5
Kelly’s “voice fry” is unbearable,10/12/2017,danielari,"Great reporting but Kelly’s voice fry is unbearably distracting. No doubt female reporters are too often subjected to unfair critique and bias. However, if a male reporter utilized this speaking style I would 100% feel the same way. I just don’t understand why she chooses to speak this way, particularly at the end of almost every single sentence, but it is unbearable.",1
Excellent journalism,10/12/2017,spit bucket in seths corner,Interesting informative and well crafted.,5
Love the new shows on Trump!,10/12/2017,Not feeling creative,Great storytelling and I look forward to new episodes! I can’t get enough!,5
Thank you,10/12/2017,buckinbo,"Why do only people who understand this President is a bully listen, this is so Mr. President! I saw it long before he was elected. He I a bully who uses anything to get his way, the flag example is right on. Can’t wait for more.",5
Trump Stories,10/12/2017,SuddenSal,Thanks for this excellent investigative reporting. I wish more people could have heard stories like these before the election. Maybe they would have made a different choice. Sadly too many in this country spend their time watching reality tv shows like the Apprentice rather than listening or watching informative shows on PBS and NPR.,5
Sadly biased...,10/12/2017,arihp,First season was good. Second season is a joke. Not sure why I still listen to it... Probably not for long.,2
Another great show!!,10/12/2017,Beargrissly,Insightful,5
Oh my goodness,10/12/2017,sarahjanelooney333,Wow. I have been listening to podcasts endlessly for years. THIS is the podcast of podcasts. I have not heard anything that compares. Well done!,5
Nah,10/14/2017,Leo72881,"All these 5 star ratings are from before this $&@? aired. Like, what?",1
So compelling,10/14/2017,CCS 3060,This is great work. Interesting stories told really well.,5
Trump,10/14/2017,insane from barking dog,"Geez, what a loser. Thanks, enjoyed hearing the down and dirty. Great job.",5
One episode. Hooked.,10/14/2017,Awkward Mom,In depth and compassionate and informative.,5
The Golf Course,10/15/2017,mltaos,"I have a knot in my stomach after listening. Knowing how well you Research and fact check it is even more disturbing than ever to think of how lawless he is, his lack of regard for anyone or anything. He is our Berlisconi. Can our democracy survive even a couple of years with this man?",5
Yawn,10/16/2017,NewportBeachGirl,"More of the same old “Trump This; Trump That” dibble. Just as Hollywood can only crank out Superhero Movies and remakes, so too the media regurgitates the same old stories.",1
"Fantastic stories, so well told",10/16/2017,Mushy3211,"Smart and sharp stories are valuable in themselves. When they are delivered in the endlessly fascinating voice and style of Kelly McEvers, they are priceless. Great podcast!",5
A-Must-Hear!!,10/16/2017,Zincoxide,Can’t wait for more. Excellent narrative and affirms sense of insanity that we are now experiencing on daily basis from DJT.,5
You're 2 years late,10/16/2017,Pat8285,"Very disappointed that this season features ANOTHER in depth look at Trump. This is at least a year late and maybe two. Your time would have been better spent looking into opioids, Syria, Israel/Palestine, North Korea, the NRA...",3
Well Done,10/16/2017,35mm Films,"First exposure to a couple of episodes in October 2017 and found the topics timely and insightful. I'm a fan. While enjoying NPR's flare for superior production value, the candor, reference sources and fair-minded consideration combine to deliver a much higher than average reporting platform. Looking forward to more equally elevating stories. Well done, kids. Well done.",4
For liberals only?,10/17/2017,:-)joe(-:,If you want anyone to be evil it’s easy to paint them in that light. Objective editorials would let their listeners make up their own minds. This tries to persuade the listener towards the authors views. Very disappointing.,3
Good start on Trump,10/17/2017,x3steffi22,The first two episodes are well done. I wanted the man who was talking about the bad things Trump said behind the scenes at The Apprentice to be a lot more specific. I guess that part got cut out of this segment. For future segments I am looking for a discussion of money laundering done by Trump as detailed in The NY Times. It's sure to be one hot topic for the Mueller investigation but I'm sure you can tell the story more effectively for us non-lawyers.,5
So Good!,09/13/2017,MuBear!,Please give us more episodes this show was my first and favorite introduction to NPR.,5
"Fantastic investigative approach, super engaging",09/17/2017,DesertEagle77,"Embedded is one of the best podcasts I've ever listened to. The police series and the biker series are some of my favorite, I've listened to multiple times. Only complaint is that Kelly has taken a hiatus temporarily.",5
